Title,Published_date,Views,Likes,Dislikes,Comments
"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun) [Official Audio]",2020-01-28T13:49:31Z,7184207,67608,0,4239
Stepdad [Official Audio],2020-01-28T13:49:26Z,7164100,80055,0,4971
Marsh [Official Audio],2020-01-28T13:49:22Z,11579516,114939,0,4609
Never Love Again [Official Audio],2020-01-28T13:49:16Z,12565902,224965,0,3829
Lock It Up (feat. Anderson .Paak) [Official Audio],2020-01-28T13:49:11Z,14718109,153969,0,6113
Little Engine [Official Audio],2020-01-28T13:47:37Z,6677997,66551,0,2969
Farewell [Official Audio],2020-01-28T13:47:32Z,5802532,72822,0,2906
No Regrets (feat. Don Toliver) [Official Audio],2020-01-28T13:47:20Z,9123976,100068,0,3575
"I Will (feat. KXNG Crooked, Royce da 5'9"" & Joell Ortiz) [Official Audio]",2020-01-28T13:47:12Z,10677597,107637,0,6718
Eminem - Darkness (Official Video),2020-01-17T05:00:06Z,62429173,1924415,0,123496
"‘Shazam' Trailer Ft. ""My Name Is""",2019-03-04T17:23:24Z,5605769,297016,0,11555
Eminem - Good Guy (Behind The Scenes) ft. Jessie Reyez,2019-02-01T05:00:02Z,4407979,135791,0,5422
Eminem - Good Guy ft. Jessie Reyez,2018-12-07T17:00:03Z,51542576,1013653,0,48798
"Eminem - ""Kick Off"" (Freestyle)",2018-12-01T02:26:38Z,7140853,335532,0,47078
Bodied - Official Feature Film - directed by Joseph Kahn and Produced by Eminem,2018-11-28T17:00:02Z,0,0,0,12577
Behind the Scenes - Eminem Jimmy Kimmel Live “Venom” Performance – Presented by Google Pixel 3,2018-10-18T18:33:07Z,1138949,62007,0,3435
"Eminem Performs ""Venom"" from the Empire State Building on Jimmy Kimmel Live",2018-10-16T13:56:16Z,26589041,833506,0,33028
Bodied - Uncensored Official Trailer - Produced by Eminem,2018-10-08T16:00:47Z,2285092,80564,0,5104
Bodied - Official Trailer - Produced by Eminem.,2018-10-08T16:00:37Z,5247681,210042,0,12810
Eminem - Venom,2018-10-05T17:00:00Z,779606097,10412100,0,347129
Eminem x Sway - The Kamikaze Interview (Part 4),2018-09-15T03:20:19Z,4533340,146937,0,13542
KILLSHOT [Official Audio],2018-09-14T18:55:13Z,457887231,6538921,0,183841
Eminem x Sway - The Kamikaze Interview (Part 3),2018-09-14T00:00:02Z,6637429,150669,0,17752
Eminem - Lucky You ft. Joyner Lucas,2018-09-13T15:00:06Z,187721230,3283701,0,179496
Eminem x Sway - The Kamikaze Interview (Part 2),2018-09-13T00:00:48Z,9006468,210945,0,28738
Eminem x Sway - The Kamikaze Interview (Part 1),2018-09-12T00:00:10Z,12007301,298135,0,32075
Eminem - Fall,2018-09-04T17:00:02Z,220131835,3218390,0,191908
Fall [Official Audio],2018-08-31T18:11:20Z,16894223,234318,0,12781
Kamikaze [Official Audio],2018-08-31T05:33:34Z,42259005,640061,0,32691
Lucky You (Feat. Joyner Lucas) [Official Audio],2018-08-31T05:33:28Z,132149656,1114663,0,52238
Eminem - River ft. Ed Sheeran (LIVE AT TWICKENHAM 2018),2018-07-19T16:00:17Z,2406425,95524,0,4307
Eminem - Framed,2018-04-03T16:00:04Z,29327049,668517,0,55685
"""Framed"" (Official Video Trailer)",2018-03-28T16:00:09Z,1384934,20483,0,1036
Eminem - Nowhere Fast (Extended Version) [Audio] ft. Kehlani,2018-03-17T04:00:01Z,16553384,320753,0,19282
Eminem - River (Behind the Scenes) ft. Ed Sheeran,2018-03-14T15:40:39Z,3046665,97560,0,4446
Eminem - Untouchable (Lyric Video),2018-02-16T05:00:00Z,4482194,148725,0,10447
Eminem - River ft. Ed Sheeran,2018-02-14T15:00:06Z,193142913,2684912,0,93159
Eminem - River (Trailer: Boxing) ft. Ed Sheeran,2018-02-13T15:00:00Z,1212218,58197,0,3397
Eminem - Walk On Water ft. Beyoncé (Official Behind The Scenes Video),2018-01-25T05:00:00Z,2043044,70491,0,3573
Revival Pop Up,2018-01-09T21:28:46Z,341032,13859,0,788
Eminem - Walk On Water (Official Video),2017-12-24T03:30:08Z,78353515,1271375,0,80093
"""Walk On Water"" (Official Video Teaser)",2017-12-20T22:00:08Z,794431,20208,0,1332
Eminem - River (Audio) ft. Ed Sheeran,2017-12-15T05:00:00Z,213672794,2112053,0,75516
Eminem ft. Beyoncé - Walk On Water (Official Lyric Video),2017-12-15T01:08:30Z,6725940,158546,0,8318
Eminem - Untouchable (Audio),2017-12-08T05:00:01Z,22979506,473148,0,79230
Revival Album Art Reveal,2017-12-07T19:57:08Z,208647,8634,0,593
EminemVEVO Live Stream,2017-12-04T13:53:43Z,0,376,0,0
Walk On Water/Stan/Love The Way You Lie (Medley/Live From Saturday Night Live/2017),2017-11-19T19:06:44Z,13780104,385715,0,28465
Eminem - Walk On Water (Audio) ft. Beyoncé,2017-11-10T17:00:03Z,62825216,1192441,0,118949
Eminem - Partners In Rhyme: The True Story of Infinite (Official Trailer),2016-11-22T22:10:11Z,4408820,129945,0,6266
Eminem - Infinite (F.B.T. Remix) (Official Audio),2016-11-18T00:10:49Z,13721325,289251,0,21369
Eminem - Campaign Speech,2016-10-19T16:16:54Z,13326179,264364,0,38111
Eminem - Phenomenal (Behind The Scenes),2015-10-28T04:00:01Z,6638037,121542,0,5512
Southpaw X Soundtrack,2015-10-27T20:54:01Z,142879,4238,0,163
"PRhyme ft. Logic ""Mode"" Lyric Video",2015-10-16T17:59:54Z,226381,7165,0,502
Eminem - Phenomenal,2015-10-01T13:00:01Z,48711954,777816,0,46520
Straight Outta Compton N.W.A's Impact,2015-08-13T19:48:47Z,168502,6028,0,110
The Southpaw Sessions - Full Interview,2015-07-31T21:25:37Z,240725,6436,0,565
The Southpaw Sessions - Clip 2,2015-07-30T21:12:24Z,47293,1616,0,169
The Southpaw Sessions - Clip 3,2015-07-30T21:12:24Z,56101,1698,0,64
The Southpaw Sessions - Clip 1,2015-07-30T21:12:24Z,61590,1642,0,52
Eminem - Kings Never Die (Lyric Video) ft. Gwen Stefani,2015-07-29T19:00:02Z,64498679,600088,0,17435
The Southpaw Sessions Round 3 with Eminem and Jake Gyllenhaal,2015-07-28T16:20:06Z,683584,11741,0,944
Hitman: Agent 47 ft. Won't Back Down,2015-07-27T17:25:12Z,330385,7202,0,191
The Southpaw Sessions at the YouTube Space (Teaser 2),2015-07-25T22:11:23Z,267190,6241,0,165
The Southpaw Sessions Round 2 with Eminem and Jake Gyllenhaal,2015-07-24T15:39:55Z,630623,10028,0,727
The Southpaw Sessions Round 1 with Eminem and Jake Gyllenhaal,2015-07-23T21:32:41Z,2596371,37527,0,2283
"Final Southpaw Trailer ft. ""KIngs Never Die""",2015-07-23T01:00:21Z,182773,3622,0,108
The Southpaw Sessions at the Youtube Space (Teaser),2015-07-22T17:55:08Z,114327,3605,0,156
Behind the Scenes at Jake Gyllenhaal's Southpaw Training,2015-07-11T04:21:38Z,252280,5554,0,125
Eminem - Kings Never Die (Audio) ft. Gwen Stefani,2015-07-10T04:00:01Z,43654098,387548,0,18980
"Southpaw Trailer Featuring ""Kings Never Die""",2015-07-08T14:14:21Z,217063,5121,0,249
Phenomenal Music Film (Selfie Clip),2015-07-07T17:01:53Z,452230,9982,0,444
Southpaw Official Trailer #2 Featuring Phenomenal,2015-06-30T00:28:04Z,197320,3922,0,152
Eminem - Phenomenal (Lyric Video),2015-06-17T18:00:00Z,50404846,418488,0,16796
Eminem - Phenomenal (Audio Only),2015-06-02T03:47:50Z,5546200,50096,0,4942
Southpaw - Official Trailer,2015-03-27T13:27:40Z,4053786,18090,0,1326
Detroit Vs. Everybody (Behind The Scenes),2015-03-18T07:00:00Z,2811380,48864,0,1492
Detroit Vs. Everybody (Lyric Video),2015-02-06T08:00:04Z,3444477,68725,0,2804
"Eminem, Royce da 5'9"", Big Sean, Danny Brown, Dej Loaf, Trick Trick - Detroit Vs. Everybody",2015-01-23T17:00:05Z,63145807,637251,0,38971
Eminem - Eminem Interview (CD:UK),2015-01-21T18:04:42Z,2841624,60622,0,1828
"Eminem, Slaughterhouse, Yelawolf - CXVPHER (Behind The Scenes)",2014-12-18T08:00:06Z,2840773,37601,0,1659
SHADYXV - TV Spot,2014-12-01T23:40:45Z,160957,5831,0,419
"SHADYXV Quinceañera Episode 3 - ""Birthday Cake""",2014-11-25T21:31:00Z,151975,4806,0,178
Eminem - Guts Over Fear ft. Sia,2014-11-24T17:00:02Z,250790173,1849937,0,54846
"Eminem - ""Guts Over Fear"" ft. Sia [Official Teaser]",2014-11-21T17:00:16Z,291286,4395,0,173
"Eminem - ""Lose Yourself"" - The Demo",2014-11-18T20:34:30Z,1489163,28619,0,1101
"SHADYXV Quinceañera Episode 2 - ""Birthday Girl""",2014-11-13T17:00:13Z,150857,3953,0,129
Beats x Eminem: Beat by Beat [TEASER],2014-11-12T21:42:00Z,271442,5130,0,278
Vevo Presents: Shady CXVPHER,2014-11-11T21:00:02Z,15725281,241320,0,22997
Detroit Vs. Everybody,2014-11-11T05:00:00Z,9273996,112081,0,10799
Vevo Presents: SHADY CXVPHER,2014-11-07T03:01:02Z,2347089,45971,0,2805
"SHADYXV Quinceañera Episode 1 - ""Birthday Clown""",2014-11-06T17:00:52Z,183116,5644,0,0
Eminem - Guts Over Fear ft. Sia (Lyric Video),2014-09-18T07:00:02Z,24097174,281616,0,15094
Guts Over Fear ft. Sia featured in #Mayhem: Mayweather vs Maidana Trailer,2014-09-09T22:12:04Z,209110,3809,0,193
The Equalizer Movie – New and Exclusive Online Trailer,2014-09-02T21:49:05Z,994013,4102,0,212
Rick Rubin ALS Ice Bucket Challenge,2014-08-26T16:15:23Z,297748,4694,0,282
Eminem #ALSIceBucketChallenge,2014-08-26T16:10:53Z,198475,9037,0,265
Eminem - Guts Over Fear (Audio) ft. Sia,2014-08-25T22:01:00Z,12996304,171709,0,15099
Eminem - Guts Over Fear ft. Sia,2014-08-25T04:19:18Z,8661019,92546,0,9788
"Exclusive Preview: ""Guts Over Fear"" ft. Sia",2014-08-15T17:05:41Z,696716,7387,0,466
Eminem - Headlights (Explicit) ft. Nate Ruess,2014-05-11T16:00:04Z,142452084,1289507,0,58740
Headlights Teaser,2014-05-09T20:09:27Z,293521,6988,0,330
Eminem - The Monster Explained (Behind The Scenes) ft. Rihanna,2014-04-03T15:30:02Z,4527266,78941,0,3685
Eminem - The Monster (Edited) ft. Rihanna,2013-12-24T08:00:02Z,14970607,162348,0,5964
Eminem ft. Rihanna - The Monster (Explicit) [Official Video],2013-12-17T00:50:00Z,901524112,5730708,0,161304
Eminem - The Monster (Teaser) ft. Rihanna,2013-12-13T22:00:02Z,4903722,79255,0,3199
Eminem - Rap God (Explicit),2013-11-27T16:50:00Z,1345724267,18735634,0,1194388
Rap God Official Teaser,2013-11-22T00:25:01Z,1960087,71255,0,3020
Eminem Celeb Playlist Update,2013-11-09T17:50:47Z,274080,5743,0,319
Eminem - MTV EMAs,2013-11-08T18:34:54Z,1104994,9036,0,447
Eminem MMLP 2 - Out Now,2013-11-08T07:13:00Z,848690,12338,0,435
Eminem - Survival (Live on SNL),2013-11-05T22:56:37Z,4388242,64726,0,4967
Eminem - Berzerk (Live on SNL),2013-11-05T18:49:36Z,4474714,84929,0,5749
Call Of Duty: Ghosts X GameStop - MMLP2 Special Offer,2013-11-05T13:06:05Z,1298319,16946,0,857
Eminem - The Monster ft. Rihanna (Audio),2013-10-28T23:30:01Z,104069233,819867,0,63068
Eminem - Rap God (Audio),2013-10-14T21:31:05Z,70580235,624077,0,112077
Eminem - Survival (Explicit),2013-10-08T16:55:01Z,179643802,1546909,0,152177
Eminem - Berzerk (MTV Version),2013-10-08T07:00:01Z,2294849,58206,0,2427
Eminem - Berzerk Explained: Behind The Scenes 1,2013-10-03T22:01:41Z,3082381,40971,0,2338
Eminem - Berzerk (Official Music Video) (Explicit),2013-09-09T15:40:00Z,270729718,2073345,0,174765
Eminem - Berzerk (Lyric Video),2013-09-06T23:50:15Z,12184524,84694,0,5054
Eminem - Berzerk (Official Audio),2013-08-27T04:20:31Z,37178931,377787,0,77393
Survival (Audio Only),2013-08-14T20:25:51Z,21414579,206107,0,28440
Not Afraid by Eminem | Behind The Scenes Pt. 1 | Eminem,2013-02-08T18:42:47Z,258830,3105,0,167
Not Afraid by Eminem | Behind The Scenes Pt. 2 | Eminem,2013-02-08T18:40:20Z,134295,1328,0,69
"Shady 2.0 Boys (Detroit) by Eminem, Slaughterhouse, and Yelawolf | Eminem",2013-02-08T18:18:49Z,1899974,27720,0,2035
Eminem - Detroit Rubber - Season 1 Trailer,2013-02-05T14:55:07Z,1867314,14807,0,1636
Shady Records Hot 97 Summer Jam BBQ | Eminem,2012-06-08T18:40:27Z,202372,1339,0,206
Shady 2.0 SXSW | Eminem,2012-03-22T01:21:46Z,153217,1926,0,150
Shady Records Cypher 2011 | Behind The Scenes | Eminem,2011-10-12T08:11:14Z,556104,3993,0,658
Bad Meets Evil Meets Europe Part 4 | Bad Meets Evil | Eminem,2011-09-12T15:15:20Z,201956,2730,0,256
Lighters by Bad Meets Evil ft. Bruno Mars | Behind The Scenes | Eminem,2011-09-12T06:37:34Z,313895,3843,0,540
Bad Meets Evil Meets Europe Part 3 | Bad Meets Evil | Eminem,2011-09-06T18:03:22Z,262437,2346,0,271
Bad Meets Evil Meets Europe Part 2 | Bad Meets Evil | Eminem,2011-09-03T09:48:06Z,324380,3132,0,292
Bad Meets Evil Meets Europe Part 1 | Bad Meets Evil | Eminem,2011-08-25T06:36:48Z,301026,2358,0,265
Hip Hop Playlist | Bad Meets Evil | Eminem,2011-08-21T02:37:12Z,459696,3020,0,477
Eminem - Space Bound (Official Video),2011-06-27T07:00:00Z,356463472,2352852,0,162057
Playlist Intro | Bad Meets Evil | Eminem,2011-06-15T06:18:15Z,355834,3319,0,250
Live Stream | Bad Meets Evil | Eminem,2011-06-14T21:16:46Z,2321504,65558,0,5287
Live Chat with Bad Meets Evil | Bad Meets Evil | Eminem,2011-06-10T02:02:28Z,1171612,5321,0,853
Bad Meets Evil | Commercial | Eminem,2011-06-07T01:56:53Z,571834,4088,0,360
Fast Lane by Bad Meets Evil | Teaser | Eminem,2011-05-28T03:16:09Z,841901,5606,0,621
"Eminem - Not Afraid (Behind The Scenes, Day 2)",2010-10-14T19:44:36Z,4962261,42557,0,2713
"Eminem - Not Afraid (Behind The Scenes, Day 1)",2010-10-14T01:05:14Z,3622862,41720,0,3205
Eminem - No Love ft. Lil Wayne,2010-10-02T00:25:37Z,103085447,629933,0,30546
No Love by Eminem -  ft. Lil Wayne | Teaser | Eminem,2010-09-30T01:50:42Z,2050545,5102,0,800
Eminem - No Love (Explicit Version) ft. Lil Wayne,2010-09-29T18:05:14Z,630223158,3179351,0,206627
Eminem - The Real Slim Shady (Official Video - Clean Version),2010-09-15T16:41:05Z,833957954,6928318,0,172418
Eminem - Love The Way You Lie ft. Rihanna,2010-08-05T19:09:46Z,2616168307,13058714,0,602747
Recovery Testimonial | Eminem,2010-06-17T00:05:28Z,338849,1591,0,728
Emwow: Vince for Eminem's Recovery (Extended Version) | Commercial | Eminem,2010-06-16T23:52:00Z,481872,6504,0,657
Emwow: Vince for Eminem's Recovery | Commercial | Eminem,2010-06-15T21:11:36Z,967981,5362,0,780
Black Ops Remix Ft. Won't Back Down by Eminem HD | Commercial | Eminem,2010-06-14T19:07:43Z,623344,6241,0,598
Eminem - Not Afraid,2010-06-05T05:02:39Z,1771115654,11694098,0,876558
Eminem - Not Afraid (Teaser),2010-04-29T23:26:33Z,3433064,23727,0,1470
Eminem - Like Toy Soldiers (Official Music Video),2009-12-25T08:35:59Z,447099782,2087099,0,155736
Eminem - Stan (Long Version) ft. Dido,2009-12-25T06:54:41Z,657696621,5467990,0,205375
Eminem - Sing For The Moment (Official Music Video),2009-12-25T06:48:38Z,489998669,2832657,0,104594
"Eminem - You Don't Know (Official Music Video) ft. 50 Cent, Cashis, Lloyd Banks",2009-12-25T06:41:03Z,434867129,2105569,0,70328
Eminem - Mockingbird [Official Music Video],2009-12-25T04:20:46Z,826017572,6818192,0,227088
"Eminem - A** Like That (Super Clean Version, Closed Captioned)",2009-12-25T01:55:02Z,154815933,1438918,0,35463
Eminem - Role Model (Official Music Video),2009-12-25T01:14:00Z,33005735,286298,0,12702
Eminem - Just Lose It (Official Music Video),2009-12-25T01:07:59Z,290099818,1619060,0,87219
Eminem - Beautiful (Official Music Video),2009-11-26T01:47:17Z,444937207,2303629,0,136681
My Name Is (Version 1 Dirty Version) by Eminem | Eminem,2009-09-10T23:33:34Z,119085,3532,0,138
A** Like That (Super Clean Version) by Eminem | Eminem,2009-09-10T23:33:19Z,8670933,112388,0,1392
Mosh (Extra Clean Version) by Eminem | Eminem,2009-09-10T23:05:55Z,404775,5202,0,165
Without Me (MTV Version) by Eminem | Eminem,2009-09-10T23:04:42Z,164888,5848,0,203
Mosh (Dirty Version) by Eminem | Eminem,2009-09-10T22:34:41Z,3653455,70720,0,5895
Cleanin' Out My Closet (BET Version) by Eminem | Eminem,2009-09-10T22:05:32Z,612106,11681,0,263
3 a.m. (Explicit) by Eminem | Eminem,2009-09-10T21:33:37Z,156172,3726,0,267
Without Me (BET Version) by Eminem | Eminem,2009-09-10T21:10:30Z,103820,3660,0,126
The Real Slim Shady by Eminem | Eminem,2009-09-10T21:04:47Z,251267,10093,0,274
Role Model by Eminem | Eminem,2009-09-10T20:20:35Z,96947,2981,0,130
Like Toy Soldiers (Broadcast Mural Version) by Eminem | Eminem,2009-09-10T20:12:41Z,98352,2860,0,228
Just Don't Give A F*** (Clean Version) by Eminem | Eminem,2009-09-10T19:58:07Z,80021,2171,0,137
Just Lose It (Director's Cut) by Eminem | Eminem,2009-09-10T18:03:20Z,2824337,42410,0,757
Without Me by Eminem | Eminem,2009-09-10T16:53:51Z,199411,6450,0,209
Stan (Long Version) by Eminem ft. Dido | Eminem,2009-09-10T16:29:16Z,146120,3948,0,167
Mosh (Dirty Version) by Eminem | Eminem,2009-09-10T15:54:39Z,139022,3878,0,277
Guilty Conscience (Director's Cut) by Eminem ft. Dr. Dre | Eminem,2009-09-10T14:31:27Z,84694,2580,0,81
The Way I Am (Clean Version) by Eminem | Eminem,2009-09-10T13:18:24Z,193832,4995,0,252
Mockingbird by Eminem | Eminem,2009-09-10T13:18:10Z,198112,7885,0,293
Just Lose It (BET Version) by Eminem | Eminem,2009-09-10T12:56:59Z,61743,2290,0,158
Mosh (No Vote Slate) by Eminem | Eminem,2009-09-10T12:31:49Z,57093,1924,0,225
Just Lose It (MTV Version) by Eminem | Eminem,2009-09-10T11:57:31Z,76824,2684,0,136
Mosh (Post Election) by Eminem | Eminem,2009-09-10T11:06:34Z,130368,3983,0,287
Sing For The Moment by Eminem (Live) | Eminem,2009-09-10T10:55:30Z,852144,25578,0,716
Mosh (Extra Clean-No Vote Slate) by Eminem | Eminem,2009-09-10T09:58:54Z,59208,2028,0,183
We Made You by Eminem | Eminem,2009-09-10T08:50:21Z,360857,7251,0,341
White America (Clean Version) by Eminem | Eminem,2009-09-10T08:06:54Z,1313585,16041,0,332
Mosh (MTV Version) by Eminem | Eminem,2009-09-10T07:29:52Z,82571,2651,0,197
Sing For The Moment (Edited) by Eminem | Eminem,2009-09-10T06:07:40Z,5340432,47769,0,738
Stan by Eminem ft. Dido (Short Version) | Eminem,2009-09-10T06:01:19Z,166077,5024,0,297
Eminem - My Name Is (Official Music Video),2009-06-17T00:56:02Z,247671927,2004516,0,71516
Eminem - Superman (Clean Version) ft. Dina Rae,2009-06-17T00:47:50Z,155036370,1166187,0,37630
Eminem - When I'm Gone (Official Music Video),2009-06-17T00:23:36Z,965724698,5833612,0,300993
Eminem - Stan (Short Version) ft. Dido,2009-06-16T23:50:41Z,125993107,1184459,0,44184
Eminem - Shake That (Official Music Video) ft. Nate Dogg,2009-06-16T23:46:08Z,173493231,1402201,0,33778
Eminem - Cleanin' Out My Closet (Official Music Video),2009-06-16T23:39:02Z,378947594,2324395,0,90715
Eminem - My Name Is (Dirty Version) (Official Music Video),2009-06-16T23:11:19Z,48689433,524487,0,17380
Eminem - Guilty Conscience (Director's Cut) ft. Dr. Dre,2009-06-16T23:08:30Z,60167805,470578,0,20816
Eminem - Without Me (Official Music Video),2009-06-16T23:00:29Z,1681769643,12220365,0,349196
Eminem - Stan (Live),2009-06-16T22:58:03Z,5155381,60949,0,2844
Eminem - Just Don't Give A F***,2009-06-16T22:57:49Z,18490749,205381,0,10686
Eminem - The Way I Am,2009-06-16T22:47:41Z,184691752,1070113,0,50170
Eminem - We Made You (Official Music Video),2009-06-16T22:07:05Z,246580333,1202059,0,78295
Eminem - 3 a.m. (Official Music Video),2009-06-16T22:06:05Z,63579639,368943,0,35930
Eminem - White America (Official Music Video),2009-06-16T21:55:47Z,57435872,374407,0,33079
We Made You by Eminem | Eminem,2009-04-07T07:21:53Z,21290581,56736,0,13313
Lose Yourself by Eminem | Eminem,2007-05-24T21:50:19Z,135335429,865361,0,55920
